,datetime,ticker,earliest_vcp_scanned_date,max_consolidations_pct,consolidation_start_date,consolidation_end_date,total_duration,number_of_consolidations,contraction_ratio,first_contraction_pct,first_contraction_duration,first_contraction_price,latest_contraction_pct,latest_contraction_duration,latest_contraction_price,MERGEDCONTRACTION_0_end_dt,MERGEDCONTRACTION_0_support_price,MERGEDCONTRACTION_0_start_dt,MERGEDCONTRACTION_0_resis_price,MERGEDCONTRACTION_0_contraction_pct,MERGEDCONTRACTION_0_delta_t,MERGEDCONTRACTION_1_end_dt,MERGEDCONTRACTION_1_support_price,MERGEDCONTRACTION_1_start_dt,MERGEDCONTRACTION_1_resis_price,MERGEDCONTRACTION_1_contraction_pct,MERGEDCONTRACTION_1_delta_t,MERGEDCONTRACTION_2_end_dt,MERGEDCONTRACTION_2_support_price,MERGEDCONTRACTION_2_start_dt,MERGEDCONTRACTION_2_resis_price,MERGEDCONTRACTION_2_contraction_pct,MERGEDCONTRACTION_2_delta_t,MERGEDCONTRACTION_3_end_dt,MERGEDCONTRACTION_3_support_price,MERGEDCONTRACTION_3_start_dt,MERGEDCONTRACTION_3_resis_price,MERGEDCONTRACTION_3_contraction_pct,MERGEDCONTRACTION_3_delta_t,MERGEDCONTRACTION_4_end_dt,MERGEDCONTRACTION_4_support_price,MERGEDCONTRACTION_4_start_dt,MERGEDCONTRACTION_4_resis_price,MERGEDCONTRACTION_4_contraction_pct,MERGEDCONTRACTION_4_delta_t,MERGEDCONTRACTION_5_end_dt,MERGEDCONTRACTION_5_support_price,MERGEDCONTRACTION_5_start_dt,MERGEDCONTRACTION_5_resis_price,MERGEDCONTRACTION_5_contraction_pct,MERGEDCONTRACTION_5_delta_t,SW_stage2,volume_contraction_condition,support_mrsquare,support_slope,support_rsquare,resis_mrsquare,resis_slope,resis_rsquare,MM_Stage2Filtered,RSSCORE,SCTRSCORE,MRSQUARE,MERGEDCONTRACTION_6_end_dt,MERGEDCONTRACTION_6_support_price,MERGEDCONTRACTION_6_start_dt,MERGEDCONTRACTION_6_resis_price,MERGEDCONTRACTION_6_contraction_pct,MERGEDCONTRACTION_6_delta_t,is_break_out_latest_contraction,is_break_out_first_contraction,adjclose,adjclose_date
1533,2022-05-02,TAP,2022-04-04,0.3049044056525353,2021-06-10,2022-04-25,319,5,3.560275115230237,0.3049044056525353,140,60.15,0.0856396866840731,4,57.45,2021-10-28,41.81,2021-06-10,60.15,0.3049044056525353,140 days,2021-12-20,42.28,2021-11-16,48.92,0.1357318070318888,34 days,2022-01-28,46.85,2022-01-18,51.76,0.0948608964451312,10 days,2022-04-07,49.77,2022-03-29,54.66,0.0894621295279911,9 days,2022-04-25,52.53,2022-04-21,57.45,0.0856396866840731,4 days,,,,,,,True,True,0.0013532216453184,0.001447135418828,0.9351036728921852,-1.1486429949725992e-05,-0.0001579735475459,0.0727110970675728,,,,,,,,,,,False,False,54.14,2022-04-29
1559,2022-05-02,TGT,2022-04-04,0.3106807028059791,2021-11-15,2022-04-11,147,4,10.243013330062936,0.3106807028059791,101,266.93,0.0303299868683017,3,236.07,2022-02-24,184.0,2021-11-15,266.93,0.3106807028059791,101 days,2022-03-14,204.95,2022-03-03,229.19,0.1057637767790916,11 days,2022-04-04,206.19,2022-03-21,228.46,0.0974787709008141,14 days,2022-04-11,228.91,2022-04-08,236.07,0.0303299868683017,3 days,,,,,,,,,,,,,True,True,0.0035448694079258,0.0043232527718948,0.8199542323712312,-0.0008227528861068,-0.0009694324703817,0.8486954081317915,,,,,,,,,,,False,False,228.65,2022-04-29
1575,2022-05-02,TMUS,2022-04-04,0.3241677762982689,2021-07-16,2022-04-29,287,2,3.5246016586320867,0.3241677762982689,189,150.2,0.0919718830928598,15,135.15,2022-01-21,101.51,2021-07-16,150.2,0.3241677762982689,189 days,2022-04-29,122.72,2022-04-14,135.15,0.0919718830928598,15 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0021320911381003,0.0021320911381003,1.0,-0.0003683813738544,-0.0003683813738544,1.0,,,,,,,,,,,False,False,123.14,2022-04-29
1576,2022-05-02,TMX,2022-04-04,0.3193324582786424,2021-07-29,2022-04-26,271,3,5.199841101062528,0.3193324582786424,125,53.33,0.0614109647258818,28,47.06,2021-12-01,36.3,2021-07-29,53.33,0.3193324582786424,125 days,2022-03-08,38.93,2021-12-14,48.69,0.2004518381597864,84 days,2022-04-26,44.17,2022-03-29,47.06,0.0614109647258818,28 days,,,,,,,,,,,,,,,,,,,True,True,0.0011942638728509,0.001381227599304,0.8646394507702433,-0.000473405418092,-0.0004913203459785,0.9635371748124738,,,,,,,,,,,False,False,45.89,2022-04-29
1618,2022-05-02,TTMI,2022-04-04,0.3857772183763374,2022-01-05,2022-04-27,112,2,3.586265987396216,0.3857772183763374,36,15.89,0.1075697211155378,30,15.06,2022-02-10,9.76,2022-01-05,15.89,0.3857772183763374,36 days,2022-04-27,13.44,2022-03-28,15.06,0.1075697211155378,30 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0049611734253666,0.0049611734253666,1.0,-0.0006370013354003,-0.0006370013354003,1.0,,,,,,,,,,,False,False,13.95,2022-04-29
1622,2022-05-02,TWI,2022-04-27,0.1915028535193405,2022-03-25,2022-04-26,32,2,1.3897279124677002,0.1915028535193405,17,15.77,0.137797810688989,6,15.53,2022-04-11,12.75,2022-03-25,15.77,0.1915028535193405,17 days,2022-04-26,13.39,2022-04-20,15.53,0.137797810688989,6 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0033464052287581,0.0033464052287581,1.0,-0.0005853373006194,-0.0005853373006194,1.0,,,,,,,,,,,False,False,13.86,2022-04-29
1638,2022-04-18,UE,2022-04-04,0.1500757958564931,2022-01-13,2022-04-06,83,3,2.1085353068626635,0.1500757958564931,32,19.79,0.0711743772241993,6,19.67,2022-02-14,16.82,2022-01-13,19.79,0.1500757958564931,32 days,2022-02-24,17.03,2022-02-16,18.73,0.0907634810464494,8 days,2022-04-06,18.27,2022-03-31,19.67,0.0711743772241993,6 days,,,,,,,,,,,,,,,,,,,True,True,0.0017169919381916,0.001721587230433,0.9973307816414456,-3.594809563470197e-08,-2.748808764695392e-05,0.0013077699728116,,,,,,,,,,,False,False,18.69,2022-04-29
1641,2022-05-02,UFCS,2022-04-04,0.3979121891311022,2021-05-17,2022-04-25,343,5,5.290314928986333,0.3979121891311022,165,32.57,0.0752142177086639,4,31.51,2021-10-29,19.61,2021-05-17,32.57,0.3979121891311022,165 days,2021-12-20,21.52,2021-12-16,25.43,0.1537554069996067,4 days,2022-03-07,26.31,2022-02-18,29.82,0.1177062374245473,17 days,2022-04-18,29.0,2022-04-04,32.11,0.0968545624416069,14 days,2022-04-25,29.14,2022-04-21,31.51,0.0752142177086639,4 days,,,,,,,True,True,0.0028305646723258,0.0028523624543267,0.9923579901397496,-6.905770078143511e-07,-6.625528042805242e-05,0.0104229731329,,,,,,,,,,,False,False,29.29,2022-04-29
1650,2022-04-18,ULTA,2022-04-04,0.2039154416116279,2022-01-04,2022-04-06,92,5,2.958649242499669,0.2039154416116279,20,422.43,0.0689208034643897,8,408.73,2022-01-24,336.29,2022-01-04,422.43,0.2039154416116279,20 days,2022-02-24,341.47,2022-02-16,383.29,0.10910798612017,8 days,2022-03-08,350.1,2022-03-02,384.0,0.0882812499999999,6 days,2022-03-14,355.28,2022-03-11,389.0,0.0866838046272494,3 days,2022-04-06,380.56,2022-03-29,408.73,0.0689208034643897,8 days,,,,,,,True,True,0.0014869652497043,0.0017741663701036,0.8381205250877648,-0.0001207017836683,-0.0005878056320978,0.2053430200006375,,,,,,,,,,,False,False,396.8,2022-04-29
1661,2022-05-02,USFD,2022-04-04,0.26708984375,2021-05-10,2022-04-27,352,4,4.703072566062189,0.26708984375,206,40.96,0.0567895002523978,6,39.62,2021-12-02,30.02,2021-05-10,40.96,0.26708984375,206 days,2022-03-08,30.08,2022-02-17,39.73,0.242889504153033,19 days,2022-04-08,34.94,2022-03-29,38.7,0.0971576227390181,10 days,2022-04-27,37.37,2022-04-21,39.62,0.0567895002523978,6 days,,,,,,,,,,,,,True,True,0.0009439779803515,0.0014945763828148,0.6316023665338761,-9.474110678565e-05,-0.0001234490689629,0.767450962421744,,,,,,,,,,,False,False,37.62,2022-04-29
1664,2022-05-02,USPH,2022-04-04,0.3108706345302509,2021-08-06,2022-04-28,265,3,4.219124235190554,0.3108706345302509,117,121.98,0.0736803180179347,7,108.17,2021-12-01,84.06,2021-08-06,121.98,0.3108706345302509,117 days,2022-02-28,88.5,2022-02-15,102.57,0.1371746124597834,13 days,2022-04-28,100.2,2022-04-21,108.17,0.0736803180179347,7 days,,,,,,,,,,,,,,,,,,,True,True,0.0010781497453307,0.0012409104802126,0.868837649873017,-0.0003929129493656,-0.0005270040633319,0.7455596203214312,,,,,,,,,,,False,False,103.77,2022-04-29
1666,2022-05-02,UTL,2022-04-04,0.2904080551139374,2021-06-15,2022-04-25,314,3,3.77454906758524,0.2904080551139374,140,56.61,0.0769374766005241,4,53.42,2021-11-02,40.17,2021-06-15,56.61,0.2904080551139374,140 days,2022-03-10,47.39,2022-03-07,55.46,0.1455102776776055,3 days,2022-04-25,49.31,2022-04-21,53.42,0.0769374766005241,4 days,,,,,,,,,,,,,,,,,,,True,True,0.0013240596025581,0.0013284323975082,0.9967083044961108,-0.0001058414718052,-0.0001453732773287,0.7280669030103892,,,,,,,,,,,False,False,51.0,2022-04-29
1671,2022-04-07,UVV,2022-04-04,0.2224696009590683,2021-05-24,2022-03-16,296,3,3.4068094306213155,0.2224696009590683,119,58.39,0.0653004515456755,9,57.58,2021-09-20,45.4,2021-05-24,58.39,0.2224696009590683,119 days,2022-02-10,49.79,2022-01-18,57.62,0.1358903158625477,23 days,2022-03-16,53.82,2022-03-07,57.58,0.0653004515456755,9 days,,,,,,,,,,,,,,,,,,,True,True,0.0008472458962486,0.0009383849125392,0.9028767246012483,-4.989588126885265e-05,-5.053777363045375e-05,0.9872987606004412,,,,,,,,,,,True,False,57.85,2022-04-29
1689,2022-04-27,VMI,2022-04-04,0.2282757571145943,2021-05-10,2022-04-18,343,4,8.93225924693138,0.2282757571145943,263,262.84,0.0255553291216628,6,245.35,2022-01-28,202.84,2021-05-10,262.84,0.2282757571145943,263 days,2022-02-24,205.2,2022-02-17,226.57,0.0943196363154875,7 days,2022-04-07,227.96,2022-03-22,251.21,0.0925520480872577,16 days,2022-04-18,239.08,2022-04-12,245.35,0.0255553291216628,6 days,,,,,,,,,,,,,True,True,0.0020795134271931,0.0022503889059008,0.9240684673392952,-9.282873261716377e-05,-0.0002314914553443,0.4010028468614125,,,,,,,,,,,True,False,248.81,2022-04-29
1716,2022-05-02,WABC,2022-04-04,0.1741183879093198,2021-05-10,2022-04-18,343,4,2.07988651937594,0.1741183879093198,127,63.52,0.0837143307583162,33,63.43,2021-09-14,52.46,2021-05-10,63.52,0.1741183879093198,127 days,2021-11-30,52.88,2021-11-22,57.81,0.0852793634319322,8 days,2022-02-24,55.68,2022-02-16,60.82,0.0845116737915159,8 days,2022-04-18,58.12,2022-03-16,63.43,0.0837143307583162,33 days,,,,,,,,,,,,,True,True,0.0004590349070443,0.0005048345718931,0.9092778755681414,-2.669647631984728e-06,-6.263603445815053e-05,0.0426215940245773,,,,,,,,,,,False,False,58.92,2022-04-29
1731,2022-05-02,WEX,2022-04-04,0.4096842307323159,2021-07-29,2022-04-27,272,2,3.113440666760987,0.4096842307323159,139,208.38,0.1315846875340822,36,183.38,2021-12-15,123.01,2021-07-29,208.38,0.4096842307323159,139 days,2022-04-27,159.25,2022-03-22,183.38,0.1315846875340822,36 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0022151142428056,0.0022151142428056,1.0,-0.0005083607034736,-0.0005083607034736,1.0,,,,,,,,,,,False,False,166.24,2022-04-29
1744,2022-05-02,WM,2022-04-04,0.1732670301360014,2021-12-31,2022-04-25,115,2,2.262674148310895,0.1732670301360014,55,166.91,0.0765752185709978,14,165.85,2022-02-24,137.99,2021-12-31,166.91,0.1732670301360014,55 days,2022-04-25,153.15,2022-04-11,165.85,0.0765752185709978,14 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0018310505592192,0.0018310505592192,1.0,-6.287849442783859e-05,-6.287849442783859e-05,1.0,,,,,,,,,,,False,False,164.44,2022-04-29
1752,2022-05-02,WRK,2022-04-05,0.3301576872536137,2021-05-17,2022-04-25,343,2,3.754077912575427,0.3301576872536137,295,60.88,0.087945413191812,4,52.76,2022-03-08,40.78,2021-05-17,60.88,0.3301576872536137,295 days,2022-04-25,48.12,2022-04-21,52.76,0.087945413191812,4 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0037497956514631,0.0037497956514631,1.0,-0.0003934428771334,-0.0003934428771334,1.0,,,,,,,,,,,False,False,49.53,2022-04-29
1771,2022-05-02,WWE,2022-04-04,0.3368991584652688,2021-06-09,2022-04-18,313,5,4.596049801175466,0.3368991584652688,71,70.11,0.0733008946790143,20,63.71,2021-08-19,46.49,2021-06-09,70.11,0.3368991584652688,71 days,2021-12-17,46.81,2021-11-03,62.01,0.2451217545557167,44 days,2022-01-28,47.61,2022-01-18,53.55,0.1109243697478991,10 days,2022-03-15,54.66,2022-03-02,60.71,0.0996540932301104,13 days,2022-04-18,59.04,2022-03-29,63.71,0.0733008946790143,20 days,,,,,,,True,True,0.0006797204881678,0.0010430382030485,0.6516736263170722,-0.0001736180003494,-0.0004489500583498,0.3867200752521557,,,,,,,,,,,False,False,58.39,2022-04-29
1776,2022-05-02,XHR,2022-04-04,0.2799429657794676,2021-06-16,2022-04-25,313,4,4.523449750661148,0.2799429657794676,169,21.04,0.06188605108055,4,20.36,2021-12-02,15.15,2021-06-16,21.04,0.2799429657794676,169 days,2022-01-28,15.68,2022-01-04,19.01,0.1751709626512363,24 days,2022-04-11,17.24,2022-03-29,19.9,0.1336683417085427,13 days,2022-04-25,19.1,2022-04-21,20.36,0.06188605108055,4 days,,,,,,,,,,,,,True,True,0.0013401903959902,0.0015996564364934,0.8377988956978832,-3.569309601507396e-05,-0.0001436048141758,0.2485508318082213,,,,,,,,,,,False,False,19.29,2022-04-29
1778,2022-05-02,XOM,2022-04-04,0.1666666666666666,2022-03-08,2022-04-25,48,2,1.4240284290117748,0.1666666666666666,8,91.5,0.1170378619153673,4,89.8,2022-03-16,76.25,2022-03-08,91.5,0.1666666666666666,8 days,2022-04-25,79.29,2022-04-21,89.8,0.1170378619153673,4 days,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0009967213114754,0.0009967213114754,1.0,-0.0004222553402881,-0.0004222553402881,1.0,,,,,,,,,,,False,False,85.25,2022-04-29
1795,2022-05-02,ZEN,2022-04-04,0.4271003063286189,2021-07-29,2022-04-26,271,3,4.291626083220639,0.4271003063286189,179,153.43,0.0995184590690209,7,130.83,2022-01-24,87.9,2021-07-29,153.43,0.4271003063286189,179 days,2022-03-16,107.53,2022-03-02,125.1,0.1404476418864907,14 days,2022-04-26,117.81,2022-04-19,130.83,0.0995184590690209,7 days,,,,,,,,,,,,,,,,,,,True,True,0.003676024734003,0.0037258381893036,0.986630268742324,-0.0005665351869053,-0.0006487441328145,0.8732798621970053,,,,,,,,,,,False,False,122.04,2022-04-29
