,MM_Stage2Filtered,RSSCORE,RSSCORE_D1,RSSCORE_D5,RSSCORE_D10,RSSCORE_D15,RSSCORE_D20,SCTRSCORE,SCTRSCORE_D1,SCTRSCORE_D5,SCTRSCORE_D10,SCTRSCORE_D15,SCTRSCORE_D20,MRSQUARE,MRSQUARE_D1,MRSQUARE_D5,MRSQUARE_D10,MRSQUARE_D15,MRSQUARE_D20,RSSCORE_SECTOR_RANK,SCTRSCORE_SECTOR_RANK,MRSQUARE_SECTOR_RANK,TR.GICSINDUSTRY,TR.GICSINDUSTRYGROUP,TR.GICSSECTOR,RSSCORE_SECTOR_MEDIAN,SCTRSCORE_SECTOR_MEDIAN,MRSQUARE_SECTOR_MEDIAN,RSSCORE_SECTOR_BEST,SCTRSCORE_SECTOR_BEST,MRSQUARE_SECTOR_BEST
HST,True,92.57662835249042,-0.5268199233716473,2.394636015325659,9.77011494252872,22.74904214559386,8.908045977011483,93.35,-1.490000000000009,0.0499999999999971,8.030000000000001,25.919999999999987,7.549999999999997,81.69999999999999,1.4999999999999858,6.099999999999994,7.299999999999983,4.399999999999992,1.1999999999999886,8.0,9.0,32.5,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,69.15708812260536,68.24,71.15,APTS,APTS,FPI
HUM,False,74.18582375478927,-5.555555555555557,1.0536398467432946,-2.7777777777777857,-2.1551724137931103,4.885057471264361,79.15,-0.8599999999999994,14.490000000000007,6.310000000000002,2.490000000000009,14.440000000000012,79.9,0.6000000000000085,-0.7000000000000028,-4.699999999999989,-7.599999999999994,-1.5999999999999943,61.0,45.0,76.0,Health Care Providers & Services,Health Care Equipment & Services,Health Care,37.78735632183909,25.44,56.39999999999999,LNTH,LNTH,LNTH
HURN,False,78.63984674329501,-2.3467432950191665,-1.532567049808435,1.5804597701149277,17.863984674329494,45.59386973180076,84.7,-2.0999999999999943,-4.349999999999994,-0.8599999999999994,16.689999999999998,51.89,86.8,0.8999999999999915,8.099999999999994,15.5,26.1,34.49999999999999,57.0,36.0,40.5,Professional Services,Commercial  & Professional Services,Industrials,51.053639846743295,49.88,47.7,CAR,CNR,AVAV
INCY,False,71.31226053639847,5.699233716475092,2.3946360153256734,-2.5383141762452084,-7.662835249042132,0.4310344827586192,81.21,4.019999999999996,2.8699999999999903,-6.980000000000004,-8.700000000000003,-5.490000000000009,84.2,0.9000000000000057,5.200000000000003,8.400000000000006,12.100000000000009,14.400000000000006,67.0,40.0,54.0,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,37.78735632183909,25.44,56.39999999999999,LNTH,LNTH,LNTH
IONS,False,81.70498084291188,-5.02873563218391,-8.668582375478934,-4.741379310344826,-2.6819923371647434,11.446360153256704,80.82,-10.050000000000011,-14.88000000000001,-13.010000000000003,-7.320000000000007,2.769999999999996,95.7,0.0,2.3999999999999915,5.0,6.799999999999997,7.1000000000000085,45.0,41.0,12.0,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,37.78735632183909,25.44,56.39999999999999,LNTH,LNTH,LNTH
IRWD,False,69.6360153256705,5.268199233716473,-0.143678160919535,3.35249042145594,-4.5498084291187695,4.980842911877389,72.07,12.389999999999992,10.859999999999992,12.389999999999992,4.159999999999997,10.139999999999992,83.8,0.2000000000000028,1.4000000000000057,0.9000000000000057,2.5999999999999943,5.099999999999994,71.0,57.0,57.0,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,37.78735632183909,25.44,56.39999999999999,LNTH,LNTH,LNTH
J,False,74.76053639846744,2.6819923371647576,3.35249042145594,-2.3946360153256734,0.8620689655172526,14.176245210727975,78.62,0.1400000000000005,2.8200000000000074,-0.1499999999999914,-2.819999999999993,10.329999999999998,89.0,1.0999999999999943,6.200000000000003,11.399999999999991,17.10000000000001,25.2,76.0,53.0,34.0,Professional Services,Commercial  & Professional Services,Industrials,51.053639846743295,49.88,47.7,CAR,CNR,AVAV
JAZZ,False,85.63218390804597,3.2088122605363907,3.160919540229884,1.7720306513409838,6.944444444444443,18.007662835249036,92.01,3.9200000000000017,3.390000000000001,5.540000000000006,1.6200000000000043,16.64,91.7,0.5999999999999943,1.7000000000000028,3.799999999999997,5.1000000000000085,2.0,38.0,16.0,30.0,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,37.78735632183909,25.44,56.39999999999999,LNTH,LNTH,LNTH
KELYA,False,67.09770114942529,-2.8256704980842926,-4.358237547892713,-2.8256704980842926,-5.268199233716473,-7.088122605363978,65.42,-4.069999999999993,-17.64999999999999,-3.640000000000001,-11.39,-12.200000000000005,77.4,-1.7000000000000028,-7.099999999999994,-12.0,-14.900000000000006,-16.799999999999983,104.0,107.0,73.0,Professional Services,Commercial  & Professional Services,Industrials,51.053639846743295,49.88,47.7,CAR,CNR,AVAV
KEX,False,79.54980842911877,-2.5383141762452226,9.43486590038313,4.166666666666657,7.088122605363992,-8.86015325670499,84.07,-1.730000000000004,5.019999999999996,7.219999999999999,12.189999999999998,-9.760000000000003,65.2,0.0999999999999943,-2.200000000000003,-7.599999999999994,-16.499999999999986,-24.40000000000001,54.0,38.0,111.0,Marine,Transportation,Industrials,51.053639846743295,49.88,47.7,CAR,CNR,AVAV
KHC,False,88.79310344827587,0.4310344827586334,2.7298850574712787,6.130268199233726,13.40996168582376,20.402298850574724,94.36,0.0,1.25,4.689999999999998,12.870000000000005,21.33,92.0,1.5999999999999943,6.400000000000006,10.700000000000005,13.0,11.599999999999994,16.0,13.0,11.0,Food Products,"Food, Beverage & Tobacco",Consumer Staples,74.37739463601532,82.26,63.8,VERU,VERU,VERU
KNSL,False,91.139846743295,-1.1973180076628438,-1.628352490421463,-1.3409961685823788,0.1915708812260419,1.3888888888888715,86.04,-3.1499999999999915,-8.799999999999997,-6.309999999999988,-8.169999999999987,-5.969999999999999,92.5,0.3999999999999915,1.2000000000000028,1.5,8.100000000000009,15.5,8.0,19.0,4.0,Insurance,Insurance,Financials,45.54597701149425,47.06,29.6,AMRK,BRK.B,FHN
KSS,False,71.98275862068965,-3.0172413793103487,12.835249042145584,-16.139846743295024,-14.60727969348659,-17.624521072796938,81.54,1.0,0.1400000000000005,-7.219999999999999,-4.209999999999994,-7.599999999999994,65.0,1.0,8.500000000000007,-5.799999999999997,-16.39999999999999,-23.90000000000001,41.0,26.0,48.5,Multiline Retail,Retailing,Consumer Discretionary,31.369731800766285,38.16,37.05,DDS,MUSA,TEN
LOPE,False,89.41570881226055,1.8199233716475192,3.06513409961687,10.53639846743296,15.469348659003842,25.04789272030652,88.43,0.1500000000000056,2.8700000000000045,4.02000000000001,5.6000000000000085,6.840000000000003,94.7,0.0,2.59999999999998,5.399999999999992,7.799999999999983,9.599999999999994,11.0,10.0,5.5,Diversified Consumer Services,Consumer Services,Consumer Discretionary,31.369731800766285,38.16,37.05,DDS,MUSA,TEN
LRN,True,90.61302681992338,2.8735632183908137,9.386973180076636,6.1781609195402325,9.14750957854406,9.770114942528735,93.78,3.730000000000004,10.47,28.879999999999995,25.099999999999994,21.370000000000005,72.1,3.200000000000003,5.299999999999997,-3.700000000000003,-9.000000000000014,-9.299999999999995,10.0,5.0,36.0,Diversified Consumer Services,Consumer Services,Consumer Discretionary,31.369731800766285,38.16,37.05,DDS,MUSA,TEN
LTC,False,61.15900383141762,3.065134099616856,-8.333333333333343,-4.6455938697317976,-4.980842911877389,-9.243295019157088,64.37,1.000000000000007,-11.14,-9.899999999999991,-14.86999999999999,-24.14999999999999,74.9,-0.7999999999999972,-0.7999999999999972,-0.1999999999999886,-1.0999999999999943,-2.0999999999999943,100.0,89.0,57.5,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,69.15708812260536,68.24,71.15,APTS,APTS,FPI
LUV,False,60.871647509578544,6.321839080459768,10.201149425287362,15.18199233716475,35.05747126436782,27.4904214559387,77.43,6.940000000000012,6.75,11.39,45.53000000000001,33.34,62.3,1.7999999999999972,7.499999999999993,14.700000000000005,14.4,10.299999999999995,127.0,60.0,121.0,Airlines,Transportation,Industrials,51.053639846743295,49.88,47.7,CAR,CNR,AVAV
LW,False,69.06130268199234,-0.28735632183907,-1.1015325670498015,2.2030651340996315,15.27777777777778,42.43295019157088,91.82,0.6199999999999903,-0.1500000000000056,0.6199999999999903,6.169999999999988,39.84,60.2,2.700000000000003,11.599999999999994,23.499999999999996,38.1,38.2,50.0,22.0,46.0,Food Products,"Food, Beverage & Tobacco",Consumer Staples,74.37739463601532,82.26,63.8,VERU,VERU,VERU
LYB,False,82.27969348659003,4.262452107279685,5.268199233716473,3.0172413793103487,15.804597701149431,11.781609195402297,92.3,4.730000000000004,8.030000000000001,8.700000000000003,26.02,21.230000000000004,78.9,1.5,2.5,5.400000000000006,3.700000000000003,-2.3999999999999915,32.0,20.0,35.0,Chemicals,Materials,Materials,63.793103448275865,67.0,59.0,IPI,CF,IPI
MANT,False,76.67624521072797,2.1551724137931103,0.7662835249042104,8.237547892720315,1.1015325670498015,0.4310344827586192,69.49,-0.1900000000000119,-1.5799999999999983,4.780000000000001,-3.490000000000009,-5.450000000000003,77.5,-1.2000000000000028,-3.6000000000000085,-9.900000000000006,-14.0,-16.299999999999997,69.0,91.0,71.5,Professional Services,Commercial  & Professional Services,Industrials,51.053639846743295,49.88,47.7,CAR,CNR,AVAV
MAR,True,90.99616858237547,-1.2931034482758577,1.867816091954012,5.363984674329501,18.19923371647509,8.764367816091948,88.24,-2.2900000000000063,1.9699999999999989,2.1999999999999886,20.569999999999997,8.22999999999999,70.6,1.2999999999999972,3.6999999999999886,2.8999999999999915,-1.7000000000000028,-5.200000000000003,9.0,11.0,39.0,"Hotels, Restaurants & Leisure",Consumer Services,Consumer Discretionary,31.369731800766285,38.16,37.05,DDS,MUSA,TEN
MET,False,73.32375478927203,0.2394636015325772,-3.113026819923377,-5.459770114942529,-5.79501915708812,-6.561302681992331,76.09,0.8200000000000074,-1.7199999999999989,-2.9599999999999937,-1.8599999999999997,-2.009999999999991,62.9,-0.5,-1.6000000000000014,-2.6000000000000014,-3.3999999999999986,-11.500000000000009,50.0,46.0,61.0,Insurance,Insurance,Financials,45.54597701149425,47.06,29.6,AMRK,BRK.B,FHN
MGEE,False,71.74329501915709,2.969348659003828,-2.7777777777777715,-2.969348659003828,-5.986590038314176,5.890804597701148,77.38,4.5,-3.490000000000009,-3.5400000000000063,-6.650000000000006,3.4399999999999977,83.7,0.9000000000000057,5.200000000000003,9.400000000000006,15.899999999999991,24.90000000000001,35.0,36.0,30.0,Electric Utilities,Utilities,Utilities,78.40038314176245,84.46,82.3,SJI,SJI,SJI
MGPI,True,95.88122605363984,0.3352490421455911,1.867816091954026,2.3946360153256734,0.9099616858237596,5.986590038314176,95.31,0.0400000000000062,-0.289999999999992,0.8599999999999994,-1.9599999999999935,7.460000000000008,93.8,0.6999999999999886,4.700000000000003,11.200000000000005,17.599999999999994,26.39999999999999,7.0,10.0,8.0,Beverages,"Food, Beverage & Tobacco",Consumer Staples,74.37739463601532,82.26,63.8,VERU,VERU,VERU
MIME,True,90.56513409961686,1.1494252873563084,0.9578544061302664,2.6819923371647434,-0.6704980842911823,-1.4367816091954069,83.55,5.359999999999999,4.349999999999994,2.8699999999999903,1.2399999999999949,0.5300000000000011,60.5,1.7000000000000028,5.099999999999994,7.599999999999994,4.000000000000007,-2.5,15.0,21.0,77.0,Software,Software & Services,Information Technology,44.6360153256705,36.585,45.1,POLY,MGI,POLY
MMC,False,80.93869731800766,-4.454022988505756,-3.783524904214559,3.2567049808428976,-3.06513409961687,0.6704980842911823,76.04,-6.890000000000001,-1.3399999999999892,2.490000000000009,-7.649999999999991,-4.259999999999991,86.7,-0.0999999999999943,4.900000000000006,9.5,15.700000000000005,23.90000000000001,27.0,47.0,14.0,Insurance,Insurance,Financials,45.54597701149425,47.06,29.6,AMRK,BRK.B,FHN
MMI,False,80.12452107279694,-0.3352490421455911,-5.699233716475092,-10.105363984674328,-9.770114942528735,-11.350574712643663,61.41,-2.9099999999999966,-5.400000000000006,-26.540000000000006,-26.680000000000007,-29.790000000000006,76.2,-1.9000000000000057,-8.099999999999994,-7.299999999999997,-4.1000000000000085,3.200000000000003,37.0,95.0,53.0,Real Estate Management & Development,Real Estate,Real Estate,69.15708812260536,68.24,71.15,APTS,APTS,FPI
MRK,False,88.2183908045977,3.639846743295024,14.272030651340998,8.045977011494259,6.465517241379317,13.74521072796935,89.14,3.0600000000000023,13.290000000000006,5.260000000000005,2.239999999999995,18.5,85.7,2.700000000000003,10.0,16.000000000000014,21.9,22.1,28.0,27.0,49.0,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,37.78735632183909,25.44,56.39999999999999,LNTH,LNTH,LNTH
MUSA,True,96.74329501915707,0.3352490421455911,-0.3831417624520981,1.819923371647505,3.735632183908052,8.189655172413794,98.33,0.0499999999999971,-0.4300000000000068,3.1599999999999966,2.969999999999999,10.959999999999994,94.7,1.1999999999999886,10.499999999999986,20.599999999999994,30.599999999999994,39.59999999999999,6.0,1.0,5.5,Specialty Retail,Retailing,Consumer Discretionary,31.369731800766285,38.16,37.05,DDS,MUSA,TEN
MYE,False,87.78735632183908,2.8735632183908137,9.674329501915707,19.6360153256705,17.52873563218391,15.804597701149431,91.63,6.549999999999997,9.519999999999996,15.72999999999999,9.519999999999996,3.589999999999989,96.6,0.5999999999999943,4.999999999999986,14.599999999999994,21.099999999999994,29.599999999999994,28.0,24.0,12.0,Containers & Packaging,Materials,Materials,63.793103448275865,67.0,59.0,IPI,CF,IPI
NBIX,False,77.58620689655173,3.687739463601545,-5.699233716475092,-5.842911877394641,-0.5268199233716473,16.42720306513411,68.48,2.1500000000000057,8.750000000000007,-3.780000000000001,-5.5,13.53,90.3,-0.3000000000000113,-2.4000000000000057,-3.799999999999997,-4.299999999999997,-2.200000000000003,53.0,69.0,32.5,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,37.78735632183909,25.44,56.39999999999999,LNTH,LNTH,LNTH
NEU,False,67.57662835249042,7.758620689655167,12.35632183908045,9.147509578544051,19.06130268199233,26.005747126436773,74.94,3.0600000000000023,10.620000000000005,21.23,24.68,33.05,71.0,2.799999999999997,9.6,18.8,24.8,26.0,45.0,42.0,42.0,Chemicals,Materials,Materials,63.793103448275865,67.0,59.0,IPI,CF,IPI
NHC,False,65.32567049808429,1.5325670498084278,1.1494252873563229,-1.0057471264367734,-2.107279693486589,11.97318007662836,69.25,4.879999999999996,-0.7600000000000051,-0.5699999999999932,-4.879999999999996,4.299999999999997,85.39999999999999,-0.2000000000000028,4.199999999999989,6.399999999999992,11.799999999999995,14.5,83.0,66.0,51.0,Health Care Providers & Services,Health Care Equipment & Services,Health Care,37.78735632183909,25.44,56.39999999999999,LNTH,LNTH,LNTH
NLSN,False,93.63026819923373,1.0057471264367734,0.5268199233716473,2.0593869731800822,0.8141762452107315,2.203065134099617,96.32,0.6199999999999903,-0.1400000000000005,0.4799999999999897,-2.1000000000000085,-1.7700000000000102,98.9,0.2000000000000028,1.2000000000000028,4.200000000000017,11.800000000000011,21.60000000000001,12.0,9.0,3.0,Professional Services,Commercial  & Professional Services,Industrials,51.053639846743295,49.88,47.7,CAR,CNR,AVAV
NOC,False,91.90613026819923,0.095785440613028,1.1015325670498155,1.0536398467432946,0.7183908045977034,3.544061302681996,92.83,0.769999999999996,2.6299999999999955,4.1200000000000045,2.3499999999999943,8.519999999999996,90.5,0.2000000000000028,1.2000000000000028,2.200000000000003,2.0999999999999943,1.4000000000000057,17.0,18.0,28.0,Aerospace & Defense,Capital Goods,Industrials,51.053639846743295,49.88,47.7,CAR,CNR,AVAV
NOV,False,90.3735632183908,0.1915708812260561,-0.3352490421455911,-4.166666666666657,-3.400383141762447,-4.885057471264361,91.01,-0.6700000000000017,-0.7599999999999909,-3.780000000000001,0.6700000000000017,-3.8699999999999903,85.0,-1.0,-3.700000000000003,-6.1000000000000085,-8.400000000000006,-10.899999999999991,65.0,51.0,57.0,Energy Equipment & Services,Energy,Energy,95.06704980842912,93.83,91.6,CRK,NEX,TELL
NTCT,False,76.91570881226055,-1.4846743295018996,0.9578544061302808,-7.710727969348639,0.9578544061302808,4.2145593869731925,67.05,-2.25,-17.689999999999998,-19.08,-8.850000000000009,-8.370000000000005,68.7,0.2999999999999971,0.2999999999999971,-0.2999999999999971,-0.4999999999999858,2.0,48.0,67.0,55.0,Communications Equipment,Technology Hardware & Equipment,Information Technology,44.6360153256705,36.585,45.1,POLY,MGI,POLY
OAS,False,93.9176245210728,0.0478927203065069,-0.3831417624521123,-1.9636015325670544,-2.490421455938701,-2.586206896551729,86.8,1.0999999999999943,1.9599999999999935,-7.799999999999997,-8.040000000000006,-8.939999999999998,74.3,-1.0,-5.200000000000003,-7.099999999999994,-7.399999999999991,-10.5,58.0,59.0,75.0,"Oil, Gas & Consumable Fuels",Energy,Energy,95.06704980842912,93.83,91.6,CRK,NEX,TELL
ODP,False,72.12643678160919,4.022988505747122,8.477011494252864,1.1973180076628154,-1.3409961685823788,3.400383141762447,70.59,3.25,0.7199999999999989,1.7700000000000102,-1.3400000000000034,-1.9599999999999935,70.3,0.0,-0.7000000000000028,-6.0,-10.700000000000005,-15.0,39.0,50.0,40.0,Specialty Retail,Retailing,Consumer Discretionary,31.369731800766285,38.16,37.05,DDS,MUSA,TEN
ORA,False,87.59578544061303,-1.532567049808435,0.143678160919535,3.400383141762447,6.752873563218387,9.770114942528735,77.86,-5.450000000000003,-2.6299999999999955,-9.989999999999997,-5.549999999999997,-7.890000000000001,94.6,-0.2000000000000028,1.799999999999983,10.899999999999991,16.099999999999994,22.3,13.0,35.0,4.0,Independent Power and Renewable Electricity Producers,Utilities,Utilities,78.40038314176245,84.46,82.3,SJI,SJI,SJI
PAYX,False,85.68007662835248,-1.7720306513410122,-1.4367816091954069,-1.0536398467433088,-3.9750957854406295,-1.3409961685823788,78.14,-4.170000000000002,-1.1500000000000057,-7.459999999999994,-12.629999999999995,-10.239999999999997,88.6,0.0999999999999943,1.6999999999999886,5.599999999999994,10.799999999999995,22.39999999999999,28.0,39.0,18.0,IT Services,Software & Services,Information Technology,44.6360153256705,36.585,45.1,POLY,MGI,POLY
PCG,False,87.83524904214559,1.2452107279693507,13.649425287356324,9.57854406130268,11.1111111111111,14.846743295019152,89.48,0.5799999999999983,15.070000000000007,15.260000000000003,5.930000000000007,14.829999999999998,70.89999999999999,4.199999999999989,13.4,22.7,29.499999999999996,32.09999999999999,12.0,18.0,42.5,Electric Utilities,Utilities,Utilities,78.40038314176245,84.46,82.3,SJI,SJI,SJI
PEB,False,85.34482758620689,-3.304597701149433,4.166666666666657,15.134099616858222,32.99808429118773,15.038314176245194,82.93,-4.829999999999998,-2.9599999999999937,7.890000000000001,31.52000000000001,6.320000000000007,74.0,0.2999999999999971,4.0,7.599999999999994,5.200000000000003,0.2999999999999971,28.0,33.0,62.0,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,69.15708812260536,68.24,71.15,APTS,APTS,FPI
PFGC,False,82.23180076628353,-1.1973180076628438,-2.2988505747126453,12.787356321839084,22.509578544061306,13.553639846743296,79.67,-3.5,-5.219999999999999,9.799999999999995,17.64,17.4,66.3,-1.1000000000000083,-2.4000000000000057,-7.0,-12.300000000000011,-17.900000000000006,29.0,49.0,41.0,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,74.37739463601532,82.26,63.8,VERU,VERU,VERU
PFIS,False,81.27394636015326,2.3946360153256734,9.482758620689664,15.996168582375477,10.296934865900385,6.848659003831429,85.27,4.640000000000001,13.289999999999992,23.77,19.27,10.709999999999994,62.8,1.6000000000000014,7.999999999999993,13.0,11.699999999999996,11.499999999999991,24.0,22.0,62.0,Banks,Banks,Financials,45.54597701149425,47.06,29.6,AMRK,BRK.B,FHN
PK,False,78.2088122605364,1.1973180076628438,11.44636015325672,21.408045977011497,41.57088122605365,19.77969348659004,82.88,0.0999999999999943,7.319999999999993,16.64,47.3,18.83999999999999,64.4,0.8000000000000043,5.20000000000001,8.100000000000009,5.300000000000011,0.2000000000000028,46.0,34.0,94.0,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,69.15708812260536,68.24,71.15,APTS,APTS,FPI
PLD,True,88.60153256704982,-3.831417624521066,-2.8256704980842784,3.06513409961687,-2.059386973180068,0.5747126436781684,86.94,-6.700000000000003,-3.5,4.489999999999995,-4.740000000000009,-1.6299999999999957,86.4,1.5000000000000142,8.299999999999997,12.400000000000006,14.200000000000005,23.000000000000007,18.0,19.0,18.0,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,69.15708812260536,68.24,71.15,APTS,APTS,FPI
PNW,False,62.691570881226056,-5.124521072796924,-11.637931034482762,-9.09961685823754,-11.781609195402297,-9.051724137931032,78.67,-2.769999999999996,-7.510000000000005,-3.969999999999999,-6.700000000000003,-5.260000000000005,84.2,-0.7999999999999972,0.8000000000000114,1.5000000000000142,1.1000000000000083,0.6000000000000085,44.0,34.0,29.0,Electric Utilities,Utilities,Utilities,78.40038314176245,84.46,82.3,SJI,SJI,SJI
POST,False,75.95785440613027,0.8620689655172384,1.67624521072797,7.902298850574709,15.61302681992337,29.310344827586206,88.28,-0.2399999999999948,-1.9599999999999935,7.650000000000006,13.099999999999994,35.1,73.0,2.6000000000000085,11.4,27.7,41.0,50.9,42.0,33.0,34.0,Food Products,"Food, Beverage & Tobacco",Consumer Staples,74.37739463601532,82.26,63.8,VERU,VERU,VERU
PPL,False,65.80459770114942,-0.3831417624521123,-3.735632183908052,3.591954022988503,0.7662835249041962,9.291187739463597,76.61,0.1400000000000005,-4.829999999999998,3.0999999999999943,1.6200000000000043,8.219999999999999,67.4,2.5,12.1,23.10000000000001,30.500000000000007,41.0,41.0,37.0,49.0,Electric Utilities,Utilities,Utilities,78.40038314176245,84.46,82.3,SJI,SJI,SJI
PRA,False,68.9176245210728,-1.3888888888889,0.6704980842911823,-9.674329501915707,-8.955938697318018,-10.632183908045974,70.64,1.25,-5.969999999999999,-5.969999999999999,-10.519999999999996,-13.099999999999994,79.10000000000001,0.1000000000000085,0.0,0.0,0.6000000000000085,3.4000000000000057,71.0,70.0,28.0,Insurance,Insurance,Financials,45.54597701149425,47.06,29.6,AMRK,BRK.B,FHN
PRDO,False,75.19157088122606,5.747126436781613,5.555555555555557,13.98467432950192,20.88122605363985,23.27586206896552,78.53,4.400000000000006,0.769999999999996,4.689999999999998,12.960000000000008,15.78,83.2,0.9000000000000057,9.100000000000009,19.800000000000004,29.3,32.7,35.0,32.0,18.0,Diversified Consumer Services,Consumer Services,Consumer Discretionary,31.369731800766285,38.16,37.05,DDS,MUSA,TEN
PRGS,False,80.31609195402298,5.172413793103445,8.429118773946357,13.888888888888886,21.74329501915708,21.647509578544053,77.81,3.4399999999999977,3.0600000000000023,13.150000000000006,22.480000000000004,20.04,73.6,2.200000000000003,7.699999999999989,12.599999999999994,15.4,21.79999999999999,42.0,41.0,44.0,Software,Software & Services,Information Technology,44.6360153256705,36.585,45.1,POLY,MGI,POLY
PSB,False,91.61877394636016,0.8620689655172384,16.331417624521066,24.71264367816092,23.65900383141762,29.21455938697318,94.84,1.1000000000000083,23.06,29.180000000000007,24.63000000000001,23.49000000000001,78.5,4.400000000000006,14.6,22.7,31.6,45.0,10.0,6.0,44.0,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,69.15708812260536,68.24,71.15,APTS,APTS,FPI
PSMT,False,77.72988505747126,2.155172413793096,12.547892720306509,4.932950191570882,14.559386973180082,22.413793103448285,82.26,1.3400000000000034,2.730000000000004,9.14,9.710000000000008,21.330000000000005,91.3,0.5,4.299999999999997,5.700000000000003,8.799999999999997,8.900000000000006,38.0,45.0,12.0,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,74.37739463601532,82.26,63.8,VERU,VERU,VERU
QLYS,True,88.64942528735632,-0.239463601532563,0.6226053639846754,-2.5383141762452084,-0.6226053639846754,-2.155172413793096,80.11,-5.829999999999998,-5.060000000000002,-11.519999999999996,-4.829999999999998,-10.420000000000002,86.2,0.5,4.300000000000011,5.599999999999994,8.700000000000003,11.700000000000005,21.0,33.0,23.0,Software,Software & Services,Information Technology,44.6360153256705,36.585,45.1,POLY,MGI,POLY
REXR,True,91.57088122605364,-1.628352490421463,-1.4367816091954069,6.800766283524894,3.687739463601517,7.614942528735625,92.59,-2.4799999999999898,-0.8100000000000023,7.510000000000005,1.4399999999999975,4.400000000000006,83.89999999999999,1.5,8.899999999999991,16.19999999999999,22.499999999999996,37.29999999999999,11.0,11.0,26.5,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,69.15708812260536,68.24,71.15,APTS,APTS,FPI
RHP,True,88.9367816091954,-1.4367816091954069,4.022988505747136,5.02873563218391,15.22988505747128,12.787356321839084,84.89,-2.25,-0.6200000000000045,2.390000000000001,19.56,9.709999999999994,73.9,0.4000000000000057,3.8000000000000114,4.700000000000017,4.1000000000000085,4.700000000000017,17.0,26.0,63.0,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,69.15708812260536,68.24,71.15,APTS,APTS,FPI
RLI,False,84.2911877394636,1.5804597701149277,2.9214559386973065,18.72605363984674,16.13984674329501,19.68390804597701,88.33,3.539999999999992,-1.2000000000000028,19.129999999999995,10.090000000000003,12.149999999999991,86.6,1.5,8.399999999999991,15.5,20.499999999999982,25.7,18.0,13.0,15.0,Insurance,Insurance,Financials,45.54597701149425,47.06,29.6,AMRK,BRK.B,FHN
ROCC,False,94.20498084291188,-1.580459770114942,-2.3946360153256734,-3.975095785440601,-3.065134099616856,-2.4425287356321803,82.45,1.6800000000000068,-0.5699999999999932,-12.099999999999994,-0.3299999999999983,-0.6700000000000017,80.10000000000001,-0.5999999999999943,-5.399999999999992,-5.299999999999983,-7.699999999999989,-11.5,56.0,66.0,65.0,"Oil, Gas & Consumable Fuels",Energy,Energy,95.06704980842912,93.83,91.6,CRK,NEX,TELL
RSG,False,83.9080459770115,-0.4310344827586192,6.944444444444443,8.285440613026822,2.9214559386973207,9.14750957854406,83.98,-0.6700000000000017,10.0,14.64,5.640000000000001,11.240000000000007,82.69999999999999,2.09999999999998,8.099999999999994,12.5,17.299999999999983,23.599999999999994,39.0,39.0,54.5,Commercial Services & Supplies,Commercial  & Professional Services,Industrials,51.053639846743295,49.88,47.7,CAR,CNR,AVAV
SANM,False,74.2816091954023,1.580459770114942,10.296934865900385,12.978927203065131,19.300766283524908,17.193486590038304,80.58,2.200000000000003,13.439999999999998,22.52,30.8,23.91,64.3,0.0999999999999943,-1.2000000000000028,-3.4000000000000057,-7.700000000000003,-7.700000000000003,52.0,30.0,67.0,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,Information Technology,44.6360153256705,36.585,45.1,POLY,MGI,POLY
SCI,False,80.65134099616859,0.0478927203065211,-1.7241379310344769,-1.1015325670498015,-3.3045977011494188,5.076628352490417,76.37,-0.769999999999996,-2.640000000000001,-9.429999999999993,-9.61999999999999,4.490000000000009,85.8,0.5,4.899999999999992,12.099999999999994,21.599999999999994,32.099999999999994,25.0,37.0,15.0,Diversified Consumer Services,Consumer Services,Consumer Discretionary,31.369731800766285,38.16,37.05,DDS,MUSA,TEN
SEB,False,81.65708812260536,6.609195402298852,3.2088122605363907,4.118773946360136,7.327586206896541,9.530651340996172,87.28,6.700000000000003,9.180000000000009,11.570000000000007,16.739999999999995,22.19,84.6,1.0,3.5999999999999943,5.799999999999997,9.899999999999991,12.799999999999995,31.0,36.0,23.0,Food Products,"Food, Beverage & Tobacco",Consumer Staples,74.37739463601532,82.26,63.8,VERU,VERU,VERU
